donor_id,recency_days,typical_interval_hidden,frequency_365,time_months,days_until_eligible,overdue_days,days_to_next_donation,y_donate_30d
2890,84,323,1.1,27,0,0,235.0,0
1388,105,154,2.4,44,0,0,43.0,0
1123,57,114,3.2,57,0,0,57.0,0
2312,71,65,5.6,59,0,6,6.0,1
4375,27,56,6.5,27,29,0,28.0,1
2183,369,277,1.3,45,0,92,,0
2405,14,105,3.5,59,42,0,,0
1111,35,56,6.5,17,21,0,28.0,1
3031,31,56,6.5,15,25,0,3.0,1
3894,100,56,6.5,48,0,44,17.0,1
2978,113,58,6.3,13,0,55,21.0,1
4684,128,141,2.6,22,0,0,22.0,1
4297,58,82,4.5,43,0,0,,0
3535,66,84,4.3,35,0,0,51.0,0
4630,302,257,1.4,54,0,45,20.0,1
2672,47,56,6.5,23,9,0,2.0,1
3408,68,399,0.9,1,0,0,317.0,0
4234,62,56,6.5,38,0,6,7.0,1
1046,120,96,3.8,8,0,24,18.0,1
3647,6,71,5.1,53,50,0,44.0,0
3385,123,99,3.7,5,0,24,19.0,1
2296,19,128,2.9,39,37,0,124.0,0
3944,34,127,2.9,56,22,0,87.0,0
1054,56,56,6.5,55,0,0,,0
3314,21,56,6.5,35,35,0,29.0,1
1544,107,666,0.5,54,0,0,569.0,0
2989,11,61,6.0,41,45,0,38.0,0
2343,130,157,2.3,14,0,0,38.0,0
4036,30,56,6.5,2,26,0,22.0,1
4129,93,71,5.1,57,0,22,14.0,1
3667,114,81,4.5,3,0,33,,0
4987,87,131,2.8,19,0,0,63.0,0
3321,76,56,6.5,10,0,20,6.0,1
3381,125,102,3.6,2,0,23,24.0,1
3732,65,56,6.5,45,0,9,26.0,1
4194,27,116,3.1,14,29,0,,0
4626,25,56,6.5,19,31,0,32.0,0
3195,58,56,6.5,45,0,2,11.0,1
3360,85,72,5.1,7,0,13,10.0,1
2233,53,56,6.5,3,3,0,21.0,1
3804,1,61,6.0,1,55,0,,0
1922,3,56,6.5,52,53,0,45.0,0
3321,75,56,6.5,23,0,19,,0
1144,25,203,1.8,13,31,0,181.0,0
2851,34,56,6.5,38,22,0,17.0,1
1600,4,78,4.7,44,52,0,,0
1772,116,164,2.2,10,0,0,,0
2925,94,56,6.5,35,0,38,20.0,1
3421,41,56,6.5,31,15,0,,0
4047,31,107,3.4,33,25,0,67.0,0
2379,153,220,1.7,24,0,0,,0
1736,20,56,6.5,13,36,0,,0
1782,45,79,4.6,34,11,0,37.0,0
4622,51,56,6.5,53,5,0,,0
4535,92,65,5.6,19,0,27,8.0,1
1997,123,92,4.0,20,0,31,29.0,1
3214,22,56,6.5,3,34,0,6.0,1
1343,6,62,5.9,19,50,0,71.0,0
4220,40,56,6.5,47,16,0,12.0,1
3789,5,95,3.8,31,51,0,76.0,0
4852,57,209,1.7,19,0,0,131.0,0
2308,57,56,6.5,42,0,1,21.0,1
2377,37,56,6.5,27,19,0,,0
4332,92,134,2.7,11,0,0,,0
4778,272,237,1.5,47,0,35,18.0,1
2812,19,56,6.5,40,37,0,,0
2672,97,78,4.7,11,0,19,8.0,1
2730,60,112,3.3,17,0,0,42.0,0
3219,34,82,4.5,34,22,0,41.0,0
1189,24,56,6.5,50,32,0,6.0,1
4805,176,134,2.7,9,0,42,22.0,1
3882,209,303,1.2,39,0,0,86.0,0
3160,90,98,3.7,42,0,0,4.0,1
1494,17,56,6.5,23,39,0,,0
3749,16,59,6.2,8,40,0,56.0,0
3493,63,370,1.0,13,0,0,,0
4771,285,186,2.0,34,0,99,2.0,1
1432,24,150,2.4,42,32,0,121.0,0
2190,28,119,3.1,59,28,0,97.0,0
1680,6,56,6.5,17,50,0,75.0,0
1305,109,76,4.8,48,0,33,,0
1993,75,84,4.3,44,0,0,9.0,1
2552,181,139,2.6,38,0,42,,0
4636,27,301,1.2,15,29,0,275.0,0
2401,112,220,1.7,31,0,0,115.0,0
4254,10,56,6.5,47,46,0,2.0,1
1205,43,107,3.4,48,13,0,60.0,0
2776,101,162,2.3,3,0,0,,0
2866,18,147,2.5,45,38,0,,0
3487,53,56,6.5,50,3,0,22.0,1
1768,774,730,0.5,35,0,44,10.0,1
1192,46,56,6.5,36,10,0,2.0,1
4007,88,56,6.5,5,0,32,13.0,1
3995,51,108,3.4,26,5,0,,0
2678,281,489,0.7,26,0,0,,0
4329,77,56,6.5,52,0,21,28.0,1
1011,44,72,5.1,24,12,0,26.0,1
1940,14,213,1.7,6,42,0,198.0,0
4256,30,88,4.1,7,26,0,48.0,0
4881,33,68,5.4,52,23,0,65.0,0
3817,120,141,2.6,28,0,0,,0
1214,115,111,3.3,45,0,4,2.0,1
4773,310,205,1.8,14,0,105,,0
1673,8,252,1.4,39,48,0,,0
1784,150,115,3.2,21,0,35,22.0,1
3856,5,113,3.2,11,51,0,96.0,0
1717,17,106,3.4,12,39,0,71.0,0
3506,165,133,2.7,50,0,32,21.0,1
3387,101,94,3.9,57,0,7,10.0,1
2387,158,89,4.1,50,0,69,26.0,1
1710,237,234,1.6,34,0,3,,0
1320,441,302,1.2,35,0,139,,0
2655,26,56,6.5,52,30,0,28.0,1
4838,22,90,4.1,7,34,0,,0
3287,24,56,6.5,53,32,0,29.0,1
1014,80,70,5.2,23,0,10,,0
1876,7,124,2.9,1,49,0,,0
2189,53,153,2.4,20,3,0,109.0,0
2377,13,82,4.5,32,43,0,70.0,0
4528,1,56,6.5,34,55,0,55.0,0
4392,41,56,6.5,54,15,0,7.0,1
4336,27,184,2.0,50,29,0,160.0,0
1169,77,56,6.5,20,0,21,,0
4582,186,232,1.6,14,0,0,42.0,0
4521,76,136,2.7,5,0,0,57.0,0
1725,337,257,1.4,24,0,80,15.0,1
4928,39,76,4.8,21,17,0,,0
1690,49,56,6.5,12,7,0,,0
4963,59,127,2.9,2,0,0,83.0,0
1077,279,249,1.5,10,0,30,8.0,1
1738,276,188,1.9,13,0,88,1.0,1
1207,46,56,6.5,31,10,0,5.0,1
1914,7,96,3.8,46,49,0,78.0,0
3920,43,58,6.3,24,13,0,7.0,1
3078,79,56,6.5,56,0,23,,0
1193,44,193,1.9,26,12,0,156.0,0
3207,61,56,6.5,33,0,5,26.0,1
1099,30,56,6.5,41,26,0,,0
2527,1,56,6.5,24,55,0,51.0,0
3250,57,56,6.5,1,0,1,7.0,1
3055,117,101,3.6,9,0,16,20.0,1
4951,164,227,1.6,31,0,0,45.0,0
1708,125,77,4.7,59,0,48,,0
4553,27,56,6.5,57,29,0,,0
4615,147,176,2.1,24,0,0,8.0,1
3350,234,346,1.1,43,0,0,,0
1007,34,56,6.5,26,22,0,27.0,1
2697,53,61,6.0,39,3,0,23.0,1
2795,90,135,2.7,54,0,0,60.0,0
1803,265,329,1.1,53,0,0,62.0,0
4243,25,59,6.2,22,31,0,,0
1152,51,56,6.5,33,5,0,,0
4353,50,149,2.4,32,6,0,90.0,0
2824,163,170,2.1,33,0,0,14.0,1
2416,160,90,4.1,9,0,70,14.0,1
4374,18,57,6.4,15,38,0,41.0,0
4271,159,199,1.8,22,0,0,,0
4216,81,137,2.7,16,0,0,38.0,0
4086,52,56,6.5,35,4,0,5.0,1
2705,16,93,3.9,25,40,0,72.0,0
2333,57,56,6.5,35,0,1,21.0,1
1396,53,155,2.4,25,3,0,108.0,0
3026,74,72,5.1,46,0,2,11.0,1
4823,102,63,5.8,37,0,39,,0
2529,92,87,4.2,49,0,5,,0
4566,35,92,4.0,59,21,0,65.0,0
1689,246,184,2.0,53,0,62,16.0,1
2067,80,144,2.5,10,0,0,70.0,0
4330,21,79,4.6,16,35,0,45.0,0
4252,71,165,2.2,18,0,0,,0
2335,121,124,2.9,45,0,0,13.0,1
2077,49,63,5.8,50,7,0,,0
2720,108,81,4.5,29,0,27,18.0,1
1651,79,79,4.6,17,0,0,,0
1348,89,134,2.7,58,0,0,34.0,0
2407,2,67,5.4,4,54,0,68.0,0
2210,39,65,5.6,4,17,0,,0
3368,44,434,0.8,53,12,0,,0
2375,296,190,1.9,15,0,106,29.0,1
4876,31,56,6.5,4,25,0,38.0,0
4731,37,142,2.6,13,19,0,111.0,0
1455,97,98,3.7,50,0,0,7.0,1
1292,38,123,3.0,53,18,0,,0
1158,15,100,3.6,56,41,0,,0
2502,320,233,1.6,6,0,87,,0
1024,78,118,3.1,5,0,0,40.0,0
1817,27,85,4.3,55,29,0,,0
3279,297,207,1.8,33,0,90,27.0,1
2644,78,108,3.4,6,0,0,13.0,1
3608,100,99,3.7,34,0,1,5.0,1
2543,11,115,3.2,5,45,0,134.0,0
3525,114,83,4.4,48,0,31,,0
4677,70,90,4.1,58,0,0,31.0,0
2656,25,56,6.5,36,31,0,,0
3906,49,56,6.5,13,7,0,20.0,1
1418,3,56,6.5,28,53,0,,0
1369,96,56,6.5,7,0,40,11.0,1
2515,41,56,6.5,57,15,0,6.0,1
4084,82,78,4.7,9,0,4,,0
2812,25,97,3.8,26,31,0,68.0,0
2096,18,72,5.1,33,38,0,69.0,0
3199,1,56,6.5,55,55,0,47.0,0
3479,15,317,1.2,23,41,0,312.0,0
4616,151,214,1.7,37,0,0,66.0,0
1256,152,128,2.9,56,0,24,14.0,1
1327,618,414,0.9,26,0,204,14.0,1
1253,17,56,6.5,52,39,0,,0
3818,247,407,0.9,11,0,0,,0
2933,95,56,6.5,49,0,39,,0
1653,43,108,3.4,13,13,0,70.0,0
2712,5,56,6.5,52,51,0,44.0,0
1121,80,91,4.0,27,0,0,,0
1032,68,122,3.0,2,0,0,58.0,0
2283,19,79,4.6,16,37,0,41.0,0
3597,26,159,2.3,51,30,0,152.0,0
2176,98,97,3.8,29,0,1,6.0,1
4886,49,59,6.2,20,7,0,,0
2268,21,57,6.4,32,35,0,,0
2164,96,172,2.1,23,0,0,85.0,0
1630,48,56,6.5,9,8,0,8.0,1
3536,103,187,2.0,32,0,0,79.0,0
3932,210,239,1.5,4,0,0,22.0,1
3982,112,56,6.5,50,0,56,3.0,1
2816,237,222,1.6,42,0,15,3.0,1
1229,643,467,0.8,47,0,176,28.0,1
1200,137,110,3.3,45,0,27,,0
3917,157,145,2.5,48,0,12,10.0,1
1554,96,206,1.8,10,0,0,138.0,0
2189,18,72,5.1,4,38,0,,0
4106,49,104,3.5,48,7,0,65.0,0
2012,89,56,6.5,56,0,33,,0
2628,121,100,3.6,11,0,21,24.0,1
1950,7,134,2.7,2,49,0,,0
1817,187,136,2.7,28,0,51,14.0,1
1845,272,211,1.7,12,0,61,21.0,1
1229,91,56,6.5,40,0,35,13.0,1
3337,54,58,6.3,21,2,0,2.0,1
1920,49,410,0.9,45,7,0,360.0,0
3473,29,79,4.6,34,27,0,71.0,0
2627,60,105,3.5,56,0,0,27.0,1
4762,71,85,4.3,34,0,0,10.0,1
4933,1,56,6.5,36,55,0,52.0,0
1758,268,329,1.1,50,0,0,46.0,0
1998,88,59,6.2,54,0,29,10.0,1
2700,66,56,6.5,3,0,10,1.0,1
2774,44,62,5.9,39,12,0,,0
4817,64,56,6.5,6,0,8,,0
4835,62,56,6.5,1,0,6,,0
1065,62,56,6.5,41,0,6,19.0,1
1852,159,147,2.5,12,0,12,8.0,1
4105,63,56,6.5,39,0,7,23.0,1
3002,20,183,2.0,1,36,0,169.0,0
3279,252,275,1.3,20,0,0,46.0,0
1926,189,168,2.2,36,0,21,3.0,1
1665,74,75,4.9,38,0,0,,0
4403,48,100,3.6,48,8,0,40.0,0
4037,38,56,6.5,47,18,0,35.0,0
2945,10,80,4.6,3,46,0,,0
4759,2,56,6.5,50,54,0,77.0,0
2150,1,156,2.3,51,55,0,,0
1124,858,705,0.5,45,0,153,,0
2886,56,134,2.7,20,0,0,,0
1367,19,56,6.5,46,37,0,,0
2102,30,67,5.4,46,26,0,,0
3057,36,99,3.7,8,20,0,,0
4619,4,96,3.8,11,52,0,,0
4239,11,56,6.5,44,45,0,40.0,0
1921,54,109,3.3,56,2,0,89.0,0
1136,45,56,6.5,1,11,0,5.0,1
1180,81,56,6.5,30,0,25,19.0,1
4792,52,150,2.4,41,4,0,,0
2477,9,56,6.5,52,47,0,,0
4064,112,138,2.6,14,0,0,28.0,1
3133,29,56,6.5,20,27,0,16.0,1
1719,431,369,1.0,46,0,62,20.0,1
1213,35,56,6.5,30,21,0,2.0,1
4380,5,75,4.9,45,51,0,61.0,0
2190,108,117,3.1,12,0,0,,0
2340,24,57,6.4,12,32,0,26.0,1
1051,82,100,3.6,52,0,0,7.0,1
3243,10,142,2.6,39,46,0,108.0,0
2731,18,194,1.9,2,38,0,154.0,0
1712,255,169,2.2,23,0,86,8.0,1
3253,26,78,4.7,58,30,0,,0
1681,31,80,4.6,11,25,0,42.0,0
2266,151,589,0.6,48,0,0,468.0,0
4289,45,192,1.9,13,11,0,,0
4778,8,56,6.5,18,48,0,,0
4423,78,97,3.8,19,0,0,25.0,1
1586,65,68,5.4,27,0,0,,0
4250,96,80,4.6,11,0,16,11.0,1
2410,36,56,6.5,53,20,0,37.0,0
2932,4,64,5.7,30,52,0,61.0,0
1363,38,383,1.0,1,18,0,350.0,0
2932,76,143,2.6,13,0,0,,0
3679,19,56,6.5,59,37,0,27.0,1
1376,2,238,1.5,8,54,0,229.0,0
4644,100,215,1.7,22,0,0,133.0,0
3327,3,67,5.4,20,53,0,,0
2683,198,159,2.3,14,0,39,6.0,1
2097,41,56,6.5,14,15,0,30.0,1
1726,88,61,6.0,16,0,27,,0
1499,180,298,1.2,19,0,0,115.0,0
2513,68,72,5.1,39,0,0,10.0,1
2120,8,56,6.5,29,48,0,25.0,1
2974,45,85,4.3,38,11,0,26.0,1
2058,12,84,4.3,9,44,0,,0
1589,110,234,1.6,50,0,0,,0
2524,119,91,4.0,6,0,28,,0
1847,23,64,5.7,26,33,0,55.0,0
4357,256,207,1.8,49,0,49,27.0,1
2106,42,99,3.7,36,14,0,,0
1928,4,56,6.5,20,52,0,,0
4112,49,226,1.6,41,7,0,193.0,0
4009,71,105,3.5,25,0,0,15.0,1
3545,94,90,4.1,8,0,4,8.0,1
3661,37,103,3.5,47,19,0,54.0,0
4760,11,56,6.5,40,45,0,,0
2799,95,59,6.2,27,0,36,12.0,1
1595,6,90,4.1,21,50,0,,0
4970,31,77,4.7,11,25,0,72.0,0
3260,244,249,1.5,19,0,0,11.0,1
2271,52,107,3.4,13,4,0,34.0,0
4648,119,178,2.1,58,0,0,55.0,0
1596,77,90,4.1,47,0,0,12.0,1
3168,262,209,1.7,5,0,53,,0
3929,8,123,3.0,26,48,0,,0
3503,120,90,4.1,7,0,30,4.0,1
3945,130,89,4.1,13,0,41,29.0,1
1424,3,56,6.5,48,53,0,,0
3484,15,135,2.7,24,41,0,,0
1714,9,87,4.2,48,47,0,90.0,0
3447,25,60,6.1,24,31,0,57.0,0
2672,173,218,1.7,34,0,0,48.0,0
3288,33,56,6.5,39,23,0,,0
2631,79,64,5.7,4,0,15,27.0,1
2902,225,204,1.8,20,0,21,25.0,1
4878,122,115,3.2,13,0,7,,0
4519,45,86,4.2,57,11,0,26.0,1
3979,130,110,3.3,55,0,20,,0
2686,86,103,3.5,53,0,0,12.0,1
1430,67,56,6.5,30,0,11,,0
3736,18,68,5.4,37,38,0,16.0,1
1694,137,328,1.1,23,0,0,,0
1118,19,56,6.5,44,37,0,,0
4933,6,69,5.3,13,50,0,57.0,0
2929,5,58,6.3,41,51,0,58.0,0
2598,90,83,4.4,48,0,7,,0
3811,54,56,6.5,38,2,0,,0
3910,30,132,2.8,58,26,0,100.0,0
2643,53,105,3.5,55,3,0,,0
3585,156,167,2.2,45,0,0,,0
3735,22,56,6.5,14,34,0,,0
4558,52,68,5.4,36,4,0,6.0,1
1489,90,75,4.9,57,0,15,1.0,1
3461,24,129,2.8,56,32,0,112.0,0
4201,27,56,6.5,41,29,0,13.0,1
1540,181,187,2.0,5,0,0,,0
2461,202,232,1.6,11,0,0,,0
4231,17,56,6.5,16,39,0,51.0,0
4179,69,60,6.1,12,0,9,14.0,1
2266,46,58,6.3,17,10,0,16.0,1
2274,301,730,0.5,31,0,0,435.0,0
4237,5,63,5.8,8,51,0,,0
4348,335,344,1.1,12,0,0,9.0,1
1282,47,56,6.5,8,9,0,,0
2523,33,56,6.5,13,23,0,21.0,1
3775,8,56,6.5,55,48,0,,0
2057,4,56,6.5,23,52,0,,0
4862,31,72,5.1,5,25,0,32.0,0
1755,10,56,6.5,8,46,0,29.0,1
1845,16,56,6.5,3,40,0,82.0,0
4238,50,227,1.6,43,6,0,162.0,0
4140,230,239,1.5,5,0,0,18.0,1
2652,188,192,1.9,48,0,0,18.0,1
1072,192,136,2.7,42,0,56,17.0,1
2324,71,96,3.8,42,0,0,37.0,0
3878,64,60,6.1,25,0,4,23.0,1
3030,63,56,6.5,32,0,7,21.0,1
2031,42,120,3.0,16,14,0,,0
2926,70,56,6.5,11,0,14,25.0,1
4869,43,56,6.5,24,13,0,8.0,1
2547,107,226,1.6,41,0,0,111.0,0
3835,44,411,0.9,24,12,0,352.0,0
4775,153,123,3.0,54,0,30,,0
1924,259,218,1.7,39,0,41,,0
4447,14,73,5.0,46,42,0,,0
1182,15,56,6.5,46,41,0,60.0,0
2291,37,146,2.5,22,19,0,112.0,0
3131,46,141,2.6,18,10,0,67.0,0
3581,106,95,3.8,17,0,11,,0
4821,25,74,4.9,1,31,0,44.0,0
3966,208,194,1.9,12,0,14,19.0,1
3223,55,56,6.5,23,1,0,21.0,1
1300,16,56,6.5,8,40,0,10.0,1
2049,12,56,6.5,33,44,0,53.0,0
4180,99,96,3.8,12,0,3,1.0,1
4438,32,56,6.5,17,24,0,,0
1106,57,56,6.5,30,0,1,27.0,1
1795,12,56,6.5,39,44,0,35.0,0
3486,82,73,5.0,43,0,9,5.0,1
1743,61,56,6.5,13,0,5,,0
2608,80,96,3.8,21,0,0,37.0,0
4268,5,244,1.5,57,51,0,253.0,0
1001,23,100,3.6,9,33,0,70.0,0
3665,293,308,1.2,55,0,0,2.0,1
1539,75,261,1.4,28,0,0,195.0,0
3380,26,167,2.2,7,30,0,125.0,0
4534,103,95,3.8,18,0,8,27.0,1
1180,130,91,4.0,50,0,39,22.0,1
3701,213,165,2.2,42,0,48,7.0,1
3666,63,65,5.6,59,0,0,,0
1173,70,56,6.5,33,0,14,23.0,1
4814,157,133,2.7,46,0,24,20.0,1
1380,24,56,6.5,23,32,0,29.0,1
3381,2,56,6.5,53,54,0,30.0,1
3370,105,90,4.1,1,0,15,5.0,1
2993,83,83,4.4,55,0,0,,0
3548,25,56,6.5,39,31,0,29.0,1
2509,49,102,3.6,58,7,0,,0
2221,144,194,1.9,19,0,0,61.0,0
2939,64,56,6.5,19,0,8,20.0,1
1546,40,249,1.5,4,16,0,211.0,0
3991,17,56,6.5,7,39,0,,0
1938,568,489,0.7,29,0,79,,0
1275,126,64,5.7,48,0,62,15.0,1
2648,104,101,3.6,39,0,3,21.0,1
1055,36,56,6.5,11,20,0,15.0,1
4179,18,85,4.3,29,38,0,78.0,0
3050,10,108,3.4,8,46,0,87.0,0
1835,39,84,4.3,45,17,0,58.0,0
4978,38,57,6.4,9,18,0,23.0,1
3109,7,56,6.5,5,49,0,58.0,0
4944,124,222,1.6,31,0,0,104.0,0
2596,109,92,4.0,10,0,17,22.0,1
2502,34,308,1.2,43,22,0,273.0,0
2721,11,59,6.2,24,45,0,25.0,1
3936,36,63,5.8,17,20,0,,0
2052,184,172,2.1,47,0,12,5.0,1
1421,25,56,6.5,11,31,0,1.0,1
4411,15,56,6.5,34,41,0,46.0,0
4582,20,216,1.7,24,36,0,229.0,0
2786,56,56,6.5,8,0,0,24.0,1
2879,46,56,6.5,57,10,0,31.0,0
4670,21,401,0.9,44,35,0,,0
4861,36,56,6.5,39,20,0,26.0,1
2493,55,104,3.5,24,1,0,50.0,0
2832,74,95,3.8,2,0,0,,0
1211,74,56,6.5,8,0,18,6.0,1
1109,45,72,5.1,31,11,0,,0
3878,154,128,2.9,47,0,26,27.0,1
3684,118,119,3.1,44,0,0,2.0,1
3469,230,185,2.0,35,0,45,16.0,1
2391,15,66,5.5,58,41,0,64.0,0
2713,80,159,2.3,4,0,0,90.0,0
2384,73,56,6.5,12,0,17,20.0,1
3438,93,56,6.5,55,0,37,25.0,1
2943,70,56,6.5,39,0,14,,0
2022,50,56,6.5,16,6,0,,0
4313,178,201,1.8,22,0,0,21.0,1
4435,32,56,6.5,17,24,0,,0
2124,153,112,3.3,25,0,41,28.0,1
2453,79,72,5.1,51,0,7,,0
4480,108,82,4.5,58,0,26,22.0,1
1461,47,267,1.4,15,9,0,225.0,0
4326,65,63,5.8,20,0,2,28.0,1
3844,22,146,2.5,31,34,0,,0
1834,114,92,4.0,50,0,22,4.0,1
1358,22,79,4.6,5,34,0,,0
1220,466,566,0.6,30,0,0,96.0,0
1335,38,56,6.5,54,18,0,,0
4540,143,252,1.4,59,0,0,99.0,0
4221,161,152,2.4,54,0,9,17.0,1
1852,63,61,6.0,27,0,2,,0
2109,139,331,1.1,46,0,0,194.0,0
4208,4,56,6.5,14,52,0,46.0,0
1342,66,59,6.2,46,0,7,,0
1895,78,56,6.5,17,0,22,25.0,1
3760,95,125,2.9,30,0,0,36.0,0
1881,20,56,6.5,46,36,0,,0
4053,63,127,2.9,4,0,0,,0
3527,61,77,4.7,42,0,0,2.0,1
2315,53,61,6.0,4,3,0,2.0,1
4310,50,122,3.0,3,6,0,,0
3019,42,72,5.1,7,14,0,53.0,0
2284,7,56,6.5,52,49,0,,0
1217,548,730,0.5,39,0,0,141.0,0
1003,11,60,6.1,35,45,0,,0
1535,1,56,6.5,13,55,0,71.0,0
1362,31,56,6.5,36,25,0,,0
2805,9,56,6.5,51,47,0,49.0,0
3778,237,174,2.1,36,0,63,28.0,1
2547,91,116,3.1,47,0,0,22.0,1
2617,29,123,3.0,28,27,0,107.0,0
3859,9,66,5.5,58,47,0,70.0,0
3184,26,71,5.1,52,30,0,30.0,1
4649,113,66,5.5,32,0,47,,0
2522,78,84,4.3,44,0,0,16.0,1
1165,61,175,2.1,14,0,0,,0
4167,21,117,3.1,36,35,0,97.0,0
3636,159,134,2.7,35,0,25,15.0,1
3872,80,134,2.7,59,0,0,46.0,0
3222,137,182,2.0,38,0,0,40.0,0
1950,127,113,3.2,47,0,14,12.0,1
4287,165,119,3.1,5,0,46,,0
1897,201,233,1.6,6,0,0,24.0,1
2404,68,56,6.5,12,0,12,28.0,1
4576,55,56,6.5,39,1,0,,0
1367,22,56,6.5,52,34,0,3.0,1
4941,104,104,3.5,43,0,0,5.0,1
1237,42,56,6.5,57,14,0,,0
1338,32,130,2.8,49,24,0,,0
4310,98,82,4.5,12,0,16,12.0,1
3193,199,223,1.6,8,0,0,16.0,1
4435,32,56,6.5,45,24,0,36.0,0
1065,101,76,4.8,18,0,25,21.0,1
1473,101,220,1.7,51,0,0,106.0,0
3232,300,272,1.3,18,0,28,17.0,1
2267,16,56,6.5,10,40,0,6.0,1
2087,74,104,3.5,6,0,0,22.0,1
2751,84,113,3.2,5,0,0,,0
4567,42,121,3.0,45,14,0,,0
1666,64,72,5.1,23,0,0,8.0,1
3550,290,250,1.5,25,0,40,20.0,1
2332,4,56,6.5,7,52,0,38.0,0
2466,76,64,5.7,43,0,12,2.0,1
2011,127,128,2.9,57,0,0,,0
1629,165,129,2.8,45,0,36,23.0,1
4612,356,265,1.4,5,0,91,,0
2913,27,234,1.6,31,29,0,,0
3926,55,71,5.1,19,1,0,,0
3119,72,254,1.4,51,0,0,,0
3804,8,56,6.5,36,48,0,20.0,1
1222,11,189,1.9,44,45,0,171.0,0
4297,571,383,1.0,50,0,188,3.0,1
2805,236,237,1.5,35,0,0,,0
1579,89,97,3.8,43,0,0,18.0,1
4626,44,69,5.3,57,12,0,15.0,1
4440,62,56,6.5,9,0,6,,0
2564,157,115,3.2,24,0,42,23.0,1
3616,19,56,6.5,18,37,0,,0
3677,31,56,6.5,44,25,0,,0
1998,54,56,6.5,9,2,0,,0
2568,9,62,5.9,53,47,0,27.0,1
4348,57,88,4.1,56,0,0,12.0,1
4496,68,112,3.3,38,0,0,,0
3416,58,56,6.5,34,0,2,,0
3176,3,211,1.7,33,53,0,,0
4482,108,76,4.8,4,0,32,,0
2537,20,56,6.5,20,36,0,17.0,1
1831,45,107,3.4,23,11,0,42.0,0
4762,155,433,0.8,50,0,0,,0
2661,30,117,3.1,36,26,0,85.0,0
2397,49,67,5.4,26,7,0,3.0,1
1746,1,56,6.5,43,55,0,,0
3997,73,75,4.9,1,0,0,,0
1073,39,108,3.4,39,17,0,99.0,0
3633,55,66,5.5,43,1,0,,0
2437,28,56,6.5,32,28,0,26.0,1
3176,79,56,6.5,48,0,23,1.0,1
3526,272,288,1.3,51,0,0,27.0,1
2506,184,283,1.3,28,0,0,118.0,0
3287,35,56,6.5,24,21,0,30.0,1
4228,247,154,2.4,13,0,93,16.0,1
3188,79,56,6.5,33,0,23,19.0,1
4815,406,276,1.3,12,0,130,,0
3346,22,109,3.3,33,34,0,84.0,0
4112,103,192,1.9,14,0,0,74.0,0
1970,21,56,6.5,13,35,0,25.0,1
4799,162,154,2.4,48,0,8,16.0,1
1344,39,89,4.1,57,17,0,,0
4062,97,177,2.1,37,0,0,72.0,0
4769,144,187,2.0,27,0,0,32.0,0
1844,61,94,3.9,4,0,0,,0
2421,2,56,6.5,4,54,0,51.0,0
1040,131,167,2.2,40,0,0,29.0,1
4522,17,85,4.3,57,39,0,,0
2461,26,56,6.5,47,30,0,,0
1773,57,56,6.5,16,0,1,,0
3605,21,56,6.5,39,35,0,,0
1204,16,59,6.2,40,40,0,54.0,0
1896,255,217,1.7,18,0,38,9.0,1
4579,147,103,3.5,16,0,44,29.0,1
1796,91,58,6.3,47,0,33,29.0,1
2741,77,171,2.1,31,0,0,,0
4019,25,56,6.5,26,31,0,21.0,1
3938,29,97,3.8,23,27,0,37.0,0
1409,45,77,4.7,52,11,0,,0
4257,30,167,2.2,56,26,0,114.0,0
1854,50,56,6.5,58,6,0,,0
4202,76,56,6.5,56,0,20,,0
3875,119,56,6.5,48,0,63,16.0,1
2933,97,73,5.0,48,0,24,21.0,1
1609,65,237,1.5,58,0,0,,0
3326,15,60,6.1,2,41,0,57.0,0
3749,38,59,6.2,57,18,0,24.0,1
2801,24,180,2.0,38,32,0,160.0,0
3051,253,211,1.7,11,0,42,7.0,1
1038,77,83,4.4,5,0,0,,0
3672,210,155,2.4,47,0,55,8.0,1
2481,52,56,6.5,14,4,0,18.0,1
1855,243,271,1.3,16,0,0,25.0,1
1545,220,502,0.7,48,0,0,263.0,0
2239,173,136,2.7,41,0,37,8.0,1
1119,35,56,6.5,51,21,0,,0
1280,109,57,6.4,37,0,52,2.0,1
3995,103,146,2.5,21,0,0,26.0,1
3318,50,64,5.7,8,6,0,14.0,1
4851,152,249,1.5,14,0,0,104.0,0
2152,79,144,2.5,9,0,0,46.0,0
2897,35,56,6.5,12,21,0,,0
1375,139,92,4.0,15,0,47,,0
3952,49,56,6.5,25,7,0,11.0,1
1314,87,77,4.7,21,0,10,23.0,1
3189,56,57,6.4,46,0,0,,0
2128,88,230,1.6,34,0,0,,0
2013,320,489,0.7,26,0,0,157.0,0
1798,70,56,6.5,54,0,14,,0
1727,71,56,6.5,4,0,15,,0
1503,14,73,5.0,25,42,0,45.0,0
1052,48,56,6.5,40,8,0,7.0,1
1958,119,93,3.9,32,0,26,,0
1243,100,163,2.2,29,0,0,,0
3441,283,297,1.2,22,0,0,44.0,0
1617,82,105,3.5,34,0,0,3.0,1
2194,35,77,4.7,19,21,0,35.0,0
4217,13,56,6.5,50,43,0,40.0,0
4650,43,91,4.0,6,13,0,72.0,0
2338,73,95,3.8,20,0,0,,0
2355,159,150,2.4,16,0,9,3.0,1
1866,17,56,6.5,33,39,0,44.0,0
1363,77,63,5.8,9,0,14,,0
