donor_id,country_code,zone_id,center_distance_km,travel_time_min,transport_capacity_slots,transfer_cost_usd,route_feasibility_flag,cold_chain_quality_score,area_deprivation_index,area_education_index,area_language_mix
63254,DE,DE-Z013,7.83,24,18,13.46,1,0.943,2,0.873,0.226
63255,BR,BR-Z077,15.05,46,42,13.22,1,0.891,9,0.292,0.301
63256,IN,IN-Z069,4.09,11,13,10.34,0,0.995,2,0.917,0.781
63257,CN,CN-Z023,2.68,11,23,8.33,1,0.988,7,0.403,0.066
63258,JP,JP-Z006,18.28,37,7,15.59,1,0.99,6,0.552,0.519
63259,CN,CN-Z025,4.83,11,43,12.0,1,0.957,3,0.78,0.41
63260,UG,UG-Z078,7.59,16,48,10.35,1,0.964,9,0.227,0.444
63261,CN,CN-Z092,22.63,51,34,18.21,0,0.792,6,0.471,0.252
63262,DE,DE-Z083,12.3,53,8,13.72,1,0.894,6,0.486,0.498
63263,DE,DE-Z014,1.4,5,27,10.42,1,0.99,9,0.379,0.63
63264,BR,BR-Z015,9.8,35,18,12.5,1,0.923,9,0.218,0.316
63265,US,US-Z064,6.27,27,14,11.09,1,0.967,6,0.425,0.135
63266,TR,TR-Z021,5.85,22,46,11.04,1,0.954,9,0.311,0.446
63267,MX,MX-Z015,5.34,20,22,10.4,1,0.959,4,0.703,0.053
63268,JP,JP-Z090,2.2,7,9,10.47,1,0.987,4,0.602,0.067
63269,JP,JP-Z081,7.49,34,21,10.6,1,0.925,2,0.906,0.305
63270,IN,IN-Z018,6.1,14,45,8.61,1,0.961,8,0.371,0.254
63271,TR,TR-Z053,6.84,23,11,8.91,1,0.942,2,0.894,0.42
63272,UG,UG-Z059,3.82,14,40,9.49,0,0.965,10,0.092,0.322
63273,MX,MX-Z093,13.63,45,44,13.57,1,0.872,6,0.579,0.393
63274,MX,MX-Z029,16.9,80,23,17.91,1,0.955,9,0.222,0.126
63275,TR,TR-Z083,2.5,11,29,7.19,1,0.992,10,0.111,0.067
63276,IN,IN-Z098,1.84,9,16,9.26,1,0.989,5,0.64,0.589
63277,DE,DE-Z054,3.3,8,48,9.14,1,0.999,5,0.603,0.156
63278,CN,CN-Z062,4.57,15,15,11.54,1,0.99,6,0.498,0.361
63279,TR,TR-Z095,3.56,10,5,10.47,1,0.985,10,0.185,0.151
63280,JP,JP-Z074,27.73,55,19,21.18,1,0.966,2,0.826,0.02
63281,UG,UG-Z053,8.71,30,36,12.7,1,0.94,7,0.384,0.161
63282,IN,IN-Z080,9.34,39,12,11.92,1,0.999,6,0.457,0.283
63283,CN,CN-Z057,3.96,18,42,7.14,1,0.977,3,0.732,0.447
63284,CN,CN-Z036,28.29,139,19,22.03,1,0.984,2,0.826,0.253
63285,TR,TR-Z006,2.96,6,31,8.78,1,0.997,4,0.658,0.497
63286,MX,MX-Z092,6.02,20,23,13.0,1,0.946,6,0.533,0.127
63287,US,US-Z057,1.51,4,15,8.71,1,0.998,3,0.866,0.47
63288,DE,DE-Z050,6.1,22,7,10.52,1,0.98,7,0.426,0.049
63289,CN,CN-Z068,7.95,31,8,9.02,1,0.948,1,0.936,0.199
63290,MX,MX-Z098,9.95,22,41,10.8,1,0.976,9,0.247,0.518
63291,DE,DE-Z085,0.63,2,38,9.74,1,0.997,2,0.877,0.11
63292,CN,CN-Z001,15.91,74,48,13.3,1,0.982,10,0.104,0.384
63293,DE,DE-Z016,11.62,49,13,15.28,1,0.962,7,0.436,0.554
63294,IN,IN-Z096,48.9,99,7,32.5,1,0.614,9,0.197,0.152
63295,US,US-Z005,44.17,93,47,30.51,1,0.76,10,0.264,0.261
63296,MX,MX-Z016,5.96,29,31,10.47,1,0.95,10,0.192,0.551
63297,JP,JP-Z096,6.7,14,47,11.24,1,0.944,1,1.0,0.136
63298,US,US-Z006,4.13,10,13,10.65,1,0.965,1,0.896,0.38
63299,BR,BR-Z029,27.77,115,7,20.1,1,0.742,7,0.477,0.315
63300,MX,MX-Z067,1.57,7,7,6.06,1,0.988,3,0.797,0.296
63301,US,US-Z042,9.97,37,15,14.7,1,0.904,7,0.39,0.402
63302,CN,CN-Z020,3.7,15,5,10.47,1,0.998,3,0.777,0.417
63303,IN,IN-Z053,11.13,35,39,11.93,1,0.962,6,0.529,0.243
63304,CN,CN-Z005,4.29,20,37,8.03,1,0.971,2,0.737,0.315
63305,JP,JP-Z041,3.0,11,38,10.87,1,0.973,10,0.093,0.171
63306,BR,BR-Z078,8.98,39,49,10.41,1,0.998,7,0.416,0.178
63307,IN,IN-Z075,8.25,24,20,13.2,1,0.938,1,0.947,0.323
63308,UG,UG-Z054,19.07,88,39,18.92,1,0.996,4,0.717,0.285
63309,BR,BR-Z003,15.1,68,11,15.51,1,0.938,8,0.346,0.208
63310,BR,BR-Z025,12.93,55,23,12.9,1,0.959,7,0.435,0.384
63311,MX,MX-Z099,10.11,46,39,11.56,1,0.96,4,0.702,0.228
63312,BR,BR-Z017,3.61,13,37,11.12,1,0.989,4,0.691,0.124
63313,MX,MX-Z035,9.19,38,28,11.43,1,0.929,2,0.87,0.334
63314,DE,DE-Z076,6.58,30,28,8.89,1,0.939,2,0.817,0.067
63315,JP,JP-Z025,6.12,24,34,10.81,1,0.963,4,0.614,0.5
63316,TR,TR-Z066,7.39,23,5,8.79,1,0.934,10,0.159,0.552
63317,MX,MX-Z028,18.41,55,18,15.38,1,0.941,7,0.418,0.27
63318,MX,MX-Z052,2.75,9,27,11.19,1,0.979,6,0.506,0.133
63319,DE,DE-Z085,6.65,30,49,8.4,1,0.994,2,0.799,0.125
63320,BR,BR-Z068,6.92,20,28,10.5,1,0.94,3,0.768,0.155
63321,BR,BR-Z068,7.02,23,8,12.93,1,0.943,5,0.674,0.308
63322,TR,TR-Z019,16.24,80,15,17.39,1,0.878,9,0.349,0.285
63323,BR,BR-Z012,6.68,17,16,13.13,1,0.974,7,0.462,0.163
63324,IN,IN-Z027,1.44,6,48,7.6,1,0.999,3,0.793,0.375
63325,US,US-Z016,18.86,52,37,17.25,1,0.991,3,0.75,0.522
63326,US,US-Z077,3.55,14,34,11.31,1,0.992,7,0.429,0.414
63327,DE,DE-Z034,8.5,41,46,14.07,1,0.92,9,0.195,0.104
63328,DE,DE-Z077,19.53,89,23,17.8,1,0.848,4,0.661,0.318
63329,DE,DE-Z077,2.02,9,18,10.97,1,1.0,7,0.43,0.136
63330,MX,MX-Z093,6.43,15,44,9.95,1,0.938,2,0.922,0.328
63331,BR,BR-Z019,9.86,37,39,10.3,1,0.953,1,0.924,0.438
63332,TR,TR-Z010,4.39,12,32,7.83,1,0.981,7,0.416,0.06
63333,IN,IN-Z018,9.56,35,25,11.76,1,0.96,1,0.889,0.432
63334,IN,IN-Z056,21.89,74,41,18.71,1,0.866,2,0.895,0.256
63335,IN,IN-Z008,3.68,13,35,10.31,1,0.995,1,0.894,0.088
63336,TR,TR-Z053,6.64,17,46,12.2,1,0.934,3,0.731,0.056
63337,MX,MX-Z048,9.21,28,13,10.7,1,0.953,6,0.446,0.413
63338,JP,JP-Z098,21.5,61,33,17.02,1,0.913,8,0.367,0.394
63339,US,US-Z072,20.32,83,44,16.79,1,0.845,9,0.355,0.248
63340,CN,CN-Z078,7.52,28,23,11.35,1,0.967,1,0.909,0.227
63341,US,US-Z036,5.13,23,5,9.08,1,0.986,1,0.949,0.332
63342,TR,TR-Z091,1.96,4,39,7.11,1,0.986,4,0.744,0.203
63343,BR,BR-Z057,10.82,44,21,15.33,1,0.983,10,0.191,0.378
63344,BR,BR-Z086,8.03,31,25,13.03,1,0.953,6,0.509,0.211
63345,TR,TR-Z047,7.66,26,34,9.49,1,0.994,5,0.58,0.068
63346,US,US-Z068,8.3,30,44,11.94,1,0.98,7,0.376,0.305
63347,JP,JP-Z026,4.45,14,44,8.0,1,0.968,9,0.303,0.549
63348,MX,MX-Z014,3.21,14,6,11.49,1,0.989,5,0.49,0.181
63349,DE,DE-Z008,2.35,6,48,9.34,1,0.985,1,0.955,0.439
63350,US,US-Z047,5.19,10,14,11.47,1,0.996,5,0.611,0.193
63351,DE,DE-Z092,7.47,22,45,12.58,1,0.93,4,0.623,0.086
63352,DE,DE-Z033,5.95,13,6,9.87,0,0.969,2,0.889,0.1
63353,US,US-Z086,25.65,126,11,20.74,1,0.862,3,0.768,0.525
63354,CN,CN-Z078,3.0,14,32,11.0,1,0.978,7,0.432,0.1
63355,CN,CN-Z009,23.72,74,19,19.49,1,0.907,5,0.531,0.078
63356,JP,JP-Z024,1.53,4,37,6.28,1,0.999,6,0.511,0.305
63357,DE,DE-Z032,5.36,18,49,9.52,1,0.975,7,0.494,0.4
63358,US,US-Z075,4.26,12,7,9.51,1,0.973,6,0.489,0.374
63359,DE,DE-Z038,2.63,11,18,7.19,1,0.997,2,0.819,0.47
63360,JP,JP-Z079,2.11,6,44,8.52,1,0.989,2,0.885,0.022
63361,DE,DE-Z048,5.48,16,19,8.83,1,0.986,1,0.896,0.187
63362,US,US-Z006,3.21,9,34,8.54,1,0.982,6,0.578,0.171
63363,IN,IN-Z018,1.79,6,23,6.31,1,0.999,4,0.701,0.131
63364,MX,MX-Z063,25.79,85,44,18.02,1,0.777,1,0.841,0.207
63365,DE,DE-Z062,7.12,29,28,13.45,1,0.991,3,0.8,0.412
63366,IN,IN-Z072,9.98,36,9,14.62,1,0.936,6,0.508,0.436
63367,MX,MX-Z098,6.93,26,12,9.78,1,0.961,5,0.629,0.325
63368,IN,IN-Z038,10.81,25,11,13.39,1,0.981,10,0.21,0.215
63369,TR,TR-Z025,5.27,14,17,11.13,1,0.976,3,0.664,0.461
63370,UG,UG-Z011,4.15,14,7,9.63,1,0.981,5,0.563,0.22
63371,IN,IN-Z029,2.48,12,24,6.46,1,0.991,3,0.75,0.231
63372,UG,UG-Z027,13.49,45,48,12.17,1,0.915,9,0.281,0.429
63373,IN,IN-Z005,11.55,46,48,10.84,1,0.943,7,0.38,0.129
63374,TR,TR-Z063,4.36,13,32,8.96,1,0.958,4,0.676,0.166
63375,IN,IN-Z009,10.93,27,39,10.71,1,0.954,3,0.747,0.461
63376,UG,UG-Z023,6.04,17,17,9.91,1,0.96,10,0.191,0.009
63377,BR,BR-Z013,6.22,12,46,11.72,1,0.994,1,0.857,0.137
63378,BR,BR-Z040,5.26,19,5,7.92,1,0.964,3,0.747,0.601
63379,JP,JP-Z085,52.51,129,29,34.65,1,0.93,5,0.653,0.177
63380,TR,TR-Z044,15.77,64,34,13.84,1,0.908,4,0.659,0.438
63381,US,US-Z009,3.55,15,35,9.36,1,0.965,9,0.24,0.086
63382,MX,MX-Z062,5.84,21,44,11.04,1,0.994,5,0.542,0.061
63383,IN,IN-Z059,6.7,19,28,12.04,1,0.994,10,0.166,0.221
63384,UG,UG-Z002,3.46,8,46,8.99,1,0.972,6,0.491,0.464
63385,US,US-Z089,10.75,51,49,14.87,1,0.904,3,0.769,0.206
63386,DE,DE-Z065,15.29,44,33,13.2,1,0.982,1,0.919,0.184
63387,CN,CN-Z072,15.12,50,29,12.91,1,0.922,2,0.813,0.356
63388,US,US-Z096,17.37,53,12,14.13,1,0.922,7,0.431,0.566
63389,MX,MX-Z032,10.01,31,16,12.47,1,0.933,9,0.203,0.307
63390,TR,TR-Z021,1.37,5,15,5.77,1,0.992,5,0.575,0.286
63391,US,US-Z055,9.41,19,11,11.09,1,0.919,8,0.322,0.206
63392,TR,TR-Z022,15.14,58,45,15.23,1,0.92,6,0.579,0.131
63393,TR,TR-Z066,8.51,24,19,11.5,1,0.988,8,0.371,0.418
63394,BR,BR-Z058,22.92,88,5,18.58,1,0.82,10,0.085,0.059
63395,BR,BR-Z043,10.65,30,49,13.74,1,0.953,7,0.418,0.389
63396,CN,CN-Z010,16.66,73,33,13.75,1,0.869,10,0.186,0.383
63397,DE,DE-Z065,26.01,52,14,21.7,1,0.912,6,0.568,0.089
63398,UG,UG-Z045,9.76,42,28,12.21,1,0.976,9,0.244,0.156
63399,MX,MX-Z043,7.51,21,12,12.15,1,0.937,3,0.816,0.584
63400,MX,MX-Z044,51.74,163,22,34.67,1,0.566,2,0.808,0.389
63401,DE,DE-Z055,5.36,11,46,12.09,1,0.984,6,0.519,0.309
63402,BR,BR-Z010,2.53,7,36,8.43,1,0.982,9,0.258,0.182
63403,US,US-Z008,7.37,21,38,12.26,1,0.957,1,0.868,0.354
63404,CN,CN-Z004,12.32,26,10,12.51,0,0.971,1,0.909,0.304
63405,MX,MX-Z034,10.11,31,30,13.96,0,0.995,3,0.849,0.243
63406,CN,CN-Z056,7.71,23,39,9.84,1,0.952,1,0.91,0.178
63407,UG,UG-Z026,8.28,38,29,11.43,1,0.966,8,0.356,0.703
63408,UG,UG-Z029,6.87,24,25,11.56,1,0.966,9,0.202,0.256
63409,IN,IN-Z059,7.6,36,42,9.12,0,0.975,7,0.448,0.37
63410,JP,JP-Z072,4.73,21,48,9.18,1,0.997,3,0.818,0.259
63411,MX,MX-Z054,15.33,45,24,15.48,1,0.923,8,0.29,0.266
63412,CN,CN-Z019,7.21,30,12,11.12,1,0.985,2,0.865,0.299
63413,DE,DE-Z008,3.8,12,19,10.34,1,0.999,4,0.742,0.491
63414,CN,CN-Z012,12.18,26,6,15.02,1,0.983,10,0.208,0.405
63415,DE,DE-Z082,9.43,29,36,12.37,1,0.944,8,0.273,0.067
63416,TR,TR-Z013,6.27,12,48,12.71,1,0.953,10,0.17,0.065
63417,JP,JP-Z066,4.35,10,22,10.19,1,0.973,6,0.535,0.212
63418,JP,JP-Z019,6.53,17,29,12.67,1,0.983,8,0.288,0.417
63419,UG,UG-Z087,31.31,150,11,25.15,1,0.732,1,0.908,0.541
63420,CN,CN-Z014,2.65,12,45,11.09,1,0.989,5,0.622,0.165
63421,IN,IN-Z096,12.64,29,41,13.26,1,0.915,10,0.149,0.253
63422,BR,BR-Z024,5.49,22,34,7.9,1,0.985,6,0.512,0.23
63423,DE,DE-Z073,8.99,40,45,14.08,1,0.963,7,0.357,0.146
63424,CN,CN-Z074,10.91,51,40,14.82,0,0.897,5,0.485,0.115
63425,MX,MX-Z034,6.16,18,5,8.35,1,0.983,8,0.31,0.383
63426,IN,IN-Z076,3.6,9,17,11.8,1,0.975,7,0.437,0.116
63427,IN,IN-Z014,34.08,167,14,22.83,1,0.742,6,0.549,0.178
63428,TR,TR-Z085,19.66,88,9,19.53,1,0.98,6,0.441,0.077
63429,CN,CN-Z087,18.34,76,48,15.42,1,0.985,7,0.418,0.389
63430,TR,TR-Z001,1.44,3,28,7.81,1,0.997,1,0.851,0.175
63431,IN,IN-Z017,3.07,11,36,8.23,1,0.991,9,0.235,0.142
63432,JP,JP-Z097,5.21,23,14,9.37,1,0.954,6,0.408,0.183
63433,CN,CN-Z079,11.54,38,10,15.7,1,0.94,5,0.621,0.302
63434,UG,UG-Z067,12.81,41,42,12.35,1,0.908,2,0.905,0.524
63435,UG,UG-Z024,7.59,36,19,13.68,1,0.932,7,0.398,0.136
63436,DE,DE-Z017,1.22,3,41,8.59,1,1.0,5,0.59,0.051
63437,UG,UG-Z038,2.52,8,16,7.86,1,0.976,8,0.379,0.543
63438,MX,MX-Z011,8.63,41,35,10.14,1,0.993,4,0.696,0.427
63439,US,US-Z026,6.18,19,42,10.22,1,0.94,3,0.694,0.348
63440,MX,MX-Z013,9.74,39,19,9.99,1,0.962,1,0.931,0.164
63441,BR,BR-Z043,5.74,28,31,12.76,1,0.999,2,0.748,0.1
63442,JP,JP-Z076,30.1,147,21,20.83,1,0.751,7,0.448,0.398
63443,US,US-Z057,15.85,73,39,15.4,1,0.936,6,0.596,0.511
63444,US,US-Z016,5.25,20,33,9.98,1,0.957,8,0.243,0.267
63445,US,US-Z079,30.36,138,5,21.26,1,0.765,3,0.747,0.538
63446,BR,BR-Z053,6.71,16,26,12.63,1,0.936,9,0.225,0.501
63447,US,US-Z019,8.16,39,21,10.95,1,0.984,8,0.343,0.286
63448,IN,IN-Z019,6.23,17,14,8.94,1,0.972,1,0.903,0.06
63449,UG,UG-Z037,6.38,16,24,9.56,1,0.987,6,0.59,0.233
63450,TR,TR-Z071,1.87,7,14,7.64,1,0.987,5,0.485,0.266
63451,DE,DE-Z013,10.79,41,33,11.11,1,0.918,6,0.44,0.352
63452,IN,IN-Z005,12.53,49,31,14.95,1,0.982,5,0.59,0.108
63453,BR,BR-Z081,6.33,23,11,8.28,1,0.977,9,0.225,0.179
63454,DE,DE-Z096,3.39,7,5,6.97,1,0.967,5,0.544,0.443
63455,TR,TR-Z054,2.53,10,17,10.78,0,0.999,8,0.277,0.296
63456,CN,CN-Z075,4.98,16,42,11.0,0,0.952,7,0.433,0.272
63457,DE,DE-Z035,3.11,9,47,9.38,1,0.979,2,0.896,0.571
63458,TR,TR-Z064,6.92,25,49,10.96,1,0.943,4,0.589,0.499
63459,IN,IN-Z007,17.75,59,46,14.14,1,0.829,8,0.225,0.488
63460,IN,IN-Z022,1.68,4,34,7.31,1,0.992,5,0.644,0.662
63461,JP,JP-Z005,15.38,62,15,16.63,1,0.954,7,0.393,0.312
63462,JP,JP-Z008,3.62,17,10,7.56,1,0.994,10,0.147,0.232
63463,MX,MX-Z078,14.97,72,9,13.63,1,0.939,6,0.569,0.277
63464,TR,TR-Z029,8.75,24,38,11.21,1,1.0,6,0.437,0.1
63465,DE,DE-Z093,6.22,14,13,12.82,1,0.995,5,0.603,0.759
63466,TR,TR-Z041,9.85,21,29,14.82,1,0.922,2,0.792,0.06
63467,TR,TR-Z042,10.54,21,27,11.51,1,0.909,9,0.262,0.475
63468,BR,BR-Z094,4.49,20,29,7.88,1,0.962,3,0.7,0.142
63469,BR,BR-Z092,8.79,18,26,13.91,1,0.918,1,0.995,0.412
63470,IN,IN-Z086,10.18,27,6,11.66,1,0.962,1,0.96,0.31
63471,MX,MX-Z024,7.93,39,44,13.28,1,0.922,10,0.245,0.079
63472,TR,TR-Z024,20.71,62,27,16.0,1,0.815,5,0.589,0.142
63473,DE,DE-Z099,8.08,27,15,9.98,1,0.999,4,0.6,0.345
63474,UG,UG-Z002,4.87,14,31,11.29,1,0.974,5,0.628,0.563
63475,US,US-Z040,10.91,45,22,11.0,1,0.895,6,0.579,0.686
63476,US,US-Z073,8.71,33,23,11.73,1,0.948,4,0.686,0.479
63477,UG,UG-Z020,17.62,47,29,14.25,1,0.948,7,0.397,0.337
63478,US,US-Z077,5.03,14,19,11.62,1,0.972,1,0.961,0.39
63479,UG,UG-Z069,11.15,46,18,10.59,1,0.959,5,0.619,0.266
63480,BR,BR-Z051,13.03,46,49,11.73,1,0.987,7,0.465,0.416
63481,IN,IN-Z076,2.9,9,11,10.94,1,0.982,10,0.204,0.751
63482,IN,IN-Z020,9.68,37,21,11.76,1,0.985,7,0.44,0.201
63483,BR,BR-Z080,1.04,4,30,7.53,1,0.993,9,0.268,0.11
63484,CN,CN-Z067,4.1,18,31,11.13,1,0.969,1,0.912,0.186
63485,MX,MX-Z019,1.87,6,33,8.21,1,0.996,2,0.788,0.148
63486,UG,UG-Z091,7.02,28,33,8.96,1,0.993,5,0.546,0.376
63487,UG,UG-Z056,6.74,32,23,12.95,1,0.973,5,0.612,0.183
63488,US,US-Z081,26.72,122,45,20.7,1,0.843,7,0.448,0.475
63489,JP,JP-Z023,16.59,74,48,18.03,1,0.881,9,0.224,0.387
63490,CN,CN-Z011,2.04,7,43,10.46,1,0.984,7,0.484,0.337
63491,CN,CN-Z036,1.51,3,31,8.0,1,0.999,5,0.574,0.069
63492,US,US-Z052,19.21,79,12,18.38,1,0.925,4,0.694,0.062
63493,IN,IN-Z085,9.92,43,16,10.06,1,0.977,8,0.311,0.517
63494,TR,TR-Z061,7.11,33,27,10.17,1,0.936,6,0.579,0.185
63495,CN,CN-Z059,2.91,9,7,8.69,1,0.996,4,0.671,0.046
63496,UG,UG-Z085,2.26,7,46,10.7,1,0.994,9,0.188,0.282
63497,MX,MX-Z046,7.69,33,12,13.14,1,0.932,7,0.527,0.193
63498,JP,JP-Z031,16.18,48,33,15.51,1,0.861,6,0.478,0.109
63499,US,US-Z062,3.0,11,14,10.27,1,0.977,10,0.157,0.192
63500,DE,DE-Z001,15.65,63,19,13.04,1,0.845,8,0.409,0.471
63501,UG,UG-Z034,15.51,69,31,17.43,1,0.905,8,0.328,0.11
63502,JP,JP-Z053,17.24,40,42,17.12,1,0.917,1,0.911,0.325
63503,BR,BR-Z085,7.04,33,32,10.09,1,0.945,1,0.835,0.011
63504,MX,MX-Z079,17.5,63,35,16.56,1,0.841,9,0.21,0.381
63505,TR,TR-Z026,19.16,43,11,19.43,1,0.911,6,0.506,0.356
63506,TR,TR-Z069,21.84,96,31,17.46,1,0.906,10,0.2,0.515
63507,DE,DE-Z045,5.94,17,23,12.87,1,0.993,6,0.425,0.091
63508,DE,DE-Z051,16.6,44,5,14.62,1,0.91,8,0.305,0.331
63509,MX,MX-Z037,34.49,127,12,24.85,1,0.7,5,0.634,0.206
63510,UG,UG-Z074,32.38,154,20,22.17,1,0.689,6,0.506,0.321
63511,JP,JP-Z048,23.1,85,9,16.67,1,0.927,9,0.313,0.548
63512,MX,MX-Z085,10.29,35,42,14.06,1,0.93,10,0.173,0.503
63513,DE,DE-Z007,6.59,13,42,10.19,1,0.937,5,0.502,0.096
63514,CN,CN-Z093,14.57,55,22,15.28,1,0.877,4,0.558,0.179
63515,TR,TR-Z010,7.22,29,19,12.91,1,0.943,9,0.19,0.314
63516,UG,UG-Z012,12.09,55,29,12.14,1,0.993,3,0.723,0.634
63517,JP,JP-Z094,75.22,327,31,47.39,1,0.578,1,1.0,0.22
63518,JP,JP-Z067,15.92,73,14,16.71,1,0.918,9,0.307,0.086
63519,CN,CN-Z010,11.36,25,40,12.26,1,0.982,7,0.394,0.14
63520,CN,CN-Z065,13.24,29,11,15.31,1,0.966,2,0.863,0.369
63521,IN,IN-Z021,11.13,50,10,12.1,1,0.915,10,0.183,0.17
63522,CN,CN-Z001,1.67,7,49,9.73,1,0.997,2,0.912,0.136
63523,US,US-Z087,4.9,22,6,10.13,1,0.978,7,0.296,0.485
63524,MX,MX-Z090,11.77,29,37,11.9,1,0.966,3,0.795,0.241
63525,MX,MX-Z084,5.6,18,40,12.01,1,0.955,5,0.583,0.369
63526,UG,UG-Z078,12.22,44,22,13.66,1,0.881,5,0.647,0.315
63527,UG,UG-Z016,5.68,24,20,9.53,1,0.943,1,0.892,0.284
63528,DE,DE-Z017,15.8,34,26,17.78,1,0.872,2,0.784,0.248
63529,CN,CN-Z013,8.14,34,31,11.52,1,0.956,10,0.11,0.16
63530,JP,JP-Z021,10.38,50,16,12.65,1,0.908,8,0.318,0.43
63531,UG,UG-Z025,24.07,51,34,19.84,1,0.814,8,0.323,0.264
63532,US,US-Z057,7.43,25,13,9.83,1,0.946,4,0.604,0.462
63533,BR,BR-Z030,83.36,249,21,47.21,1,0.897,6,0.436,0.192
63534,DE,DE-Z006,6.77,30,41,9.0,1,0.943,6,0.552,0.039
63535,IN,IN-Z017,3.28,13,9,8.69,1,0.978,4,0.607,0.392
63536,CN,CN-Z086,15.38,69,17,15.74,1,0.927,2,0.891,0.17
63537,UG,UG-Z088,2.12,6,41,8.2,1,0.992,7,0.421,0.175
63538,MX,MX-Z044,10.4,33,11,10.4,1,0.948,3,0.766,0.124
63539,IN,IN-Z069,5.21,23,7,7.75,1,0.998,4,0.613,0.127
63540,CN,CN-Z056,3.4,10,42,11.66,1,0.987,6,0.545,0.354
63541,JP,JP-Z088,7.02,29,5,13.28,1,0.947,1,0.862,0.068
63542,CN,CN-Z080,5.88,18,18,9.68,1,0.994,6,0.517,0.457
63543,CN,CN-Z035,3.99,12,49,10.77,0,0.991,5,0.529,0.325
63544,UG,UG-Z042,6.74,32,12,12.45,1,0.955,2,0.924,0.205
63545,TR,TR-Z051,17.51,84,7,15.34,1,0.991,4,0.745,0.2
63546,IN,IN-Z097,7.25,26,20,13.36,1,0.979,2,0.782,0.468
63547,CN,CN-Z064,5.55,21,8,11.74,1,0.993,4,0.631,0.478
63548,TR,TR-Z018,7.52,28,42,9.16,1,0.927,5,0.553,0.225
63549,JP,JP-Z023,13.82,50,46,15.67,1,0.873,1,0.859,0.085
63550,UG,UG-Z023,5.28,22,33,9.26,1,0.989,6,0.423,0.557
63551,BR,BR-Z045,8.75,18,23,13.72,0,0.995,5,0.554,0.057
63552,DE,DE-Z074,23.78,117,24,17.86,1,0.831,10,0.217,0.434
63553,IN,IN-Z016,14.05,46,14,13.62,1,0.941,8,0.309,0.055
63554,CN,CN-Z094,12.12,45,15,15.86,1,0.885,9,0.318,0.56
63555,MX,MX-Z096,7.74,37,9,11.76,1,0.933,6,0.529,0.526
63556,IN,IN-Z010,2.56,7,32,10.56,1,0.978,3,0.761,0.239
63557,TR,TR-Z077,6.13,24,5,12.04,1,0.982,1,0.794,0.113
63558,CN,CN-Z072,5.89,25,38,8.0,1,0.961,10,0.17,0.172
63559,MX,MX-Z079,8.95,29,39,12.64,1,0.983,9,0.278,0.376
63560,IN,IN-Z018,5.52,19,30,10.21,1,0.971,3,0.672,0.532
63561,IN,IN-Z048,7.3,18,13,12.17,1,0.936,4,0.742,0.632
63562,BR,BR-Z024,9.88,24,39,14.77,1,0.915,8,0.349,0.199
63563,TR,TR-Z022,2.71,12,36,7.85,1,0.994,6,0.495,0.325
63564,TR,TR-Z040,12.49,34,10,14.06,1,0.934,1,0.972,0.391
63565,BR,BR-Z085,3.36,13,35,11.45,1,0.982,10,0.206,0.378
63566,TR,TR-Z087,5.68,28,25,11.18,1,0.979,6,0.452,0.451
63567,CN,CN-Z097,2.36,6,13,6.33,1,0.978,4,0.633,0.086
63568,US,US-Z010,3.54,7,31,7.13,1,0.99,5,0.585,0.213
63569,JP,JP-Z095,2.91,12,47,7.06,1,0.992,3,0.729,0.642
63570,US,US-Z093,12.4,47,9,12.49,1,0.923,3,0.704,0.147
63571,MX,MX-Z025,7.64,37,34,12.22,1,0.945,4,0.693,0.275
63572,BR,BR-Z064,7.28,20,38,13.59,1,0.964,4,0.583,0.427
63573,CN,CN-Z004,103.74,470,24,58.38,1,0.739,10,0.173,0.17
63574,UG,UG-Z018,9.73,20,16,12.45,1,0.915,9,0.219,0.393
63575,UG,UG-Z085,3.44,12,45,11.42,1,0.989,8,0.281,0.044
63576,MX,MX-Z093,3.07,6,19,11.49,1,0.975,2,0.735,0.309
63577,TR,TR-Z073,2.88,8,20,7.52,0,0.996,10,0.089,0.225
63578,IN,IN-Z078,12.38,48,8,12.22,1,0.963,6,0.487,0.645
63579,IN,IN-Z018,6.05,23,47,10.34,1,0.999,2,0.885,0.57
63580,US,US-Z019,5.85,29,20,12.62,1,0.945,6,0.544,0.504
63581,US,US-Z009,7.05,28,49,10.48,1,0.983,4,0.675,0.506
63582,IN,IN-Z082,8.14,35,24,10.01,1,0.936,8,0.343,0.443
63583,IN,IN-Z034,20.16,45,15,15.21,1,0.936,7,0.443,0.354
63584,TR,TR-Z010,11.95,54,37,12.83,1,0.938,2,0.83,0.464
63585,US,US-Z037,16.68,69,36,18.03,1,0.966,6,0.496,0.095
63586,CN,CN-Z012,8.78,26,34,13.46,1,0.924,1,0.873,0.202
63587,JP,JP-Z032,12.63,61,27,16.12,1,0.926,4,0.669,0.339
63588,BR,BR-Z029,4.66,21,14,10.14,1,0.961,10,0.157,0.159
63589,UG,UG-Z070,2.19,5,18,9.56,1,0.979,4,0.708,0.274
63590,CN,CN-Z001,22.18,92,33,20.24,1,0.843,3,0.684,0.098
63591,MX,MX-Z019,9.7,31,6,12.37,1,0.989,2,0.889,0.115
63592,JP,JP-Z010,12.15,46,23,15.76,1,0.983,10,0.238,0.134
63593,CN,CN-Z001,3.06,9,40,9.36,1,0.979,7,0.368,0.4
63594,UG,UG-Z094,3.05,12,33,9.5,0,0.977,9,0.19,0.623
